ID,Pos,Type
EG0309_HCMC_2006,3,type1
KH54_HCMC_2010,1,type1
EG0318_HCMC_2006,6,type2
KH24_HCMC_2009,8,type2
HUE68_HCMC_2010,3,type1
HUE33_HCMC_2009,1,type1
KH38_HCMC_2009,4,type1
KH27_HCMC_2009,3,type1
HUE47_HCMC_2009,5,type2
EG0390_HCMC_2007,4,type1
DE0248_HCMC_2000,6,type2
10071_HCMC_2009,4,type1
30059_HCMC_2009,4,type1
10060_HCMC_2009,5,type2
10093_HCMC_2009,1,type1
20228_HCMC_2009,7,type2
HUE19_HCMC_2009,6,type2
EG1019_HCMC_2009,4,type1
DE1191_HCMC_2002,1,type1
30366_HCMC_2009,4,type1
KH53_HCMC_2010,4,type1
MS0048_HCMC_1995,5,type2
30054_HCMC_2009,1,type1
EG1004_HCMC_2008,3,type1
KH32_HCMC_2009,6,type2
DE1208_HCMC_2002,5,type2
KH20_HCMC_2009,6,type2
KH23_HCMC_2009,8,type2
EG1015_HCMC_2009,5,type2
KH11_HCMC_2009,3,type1
20037_HCMC_2009,1,type1
30172_HCMC_2009,5,type2
DE0891_HCMC_2001,7,type2
30233_HCMC_2009,8,type2
30293_HCMC_2009,4,type1
KH11_HCMC_2009,1,type1
DE0611_HCMC_2001,3,type1
30371_HCMC_2009,2,type1
20228_HCMC_2009,6,type2
10035_HCMC_2009,4,type1
HUE24_HCMC_2009,6,type2
KH10_HCMC_2009,8,type2
HUE34_HCMC_2009,7,type2
HUE23_HCMC_2009,2,type1
MS0128_HCMC_1996,8,type2
KH11_HCMC_2009,6,type2
EG1020_HCMC_2009,1,type1
EG0388_HCMC_2007,3,type1
DE0115_HCMC_2000,5,type2
DE0248_HCMC_2000,3,type1
DE1191_HCMC_2002,5,type2
10263_HCMC_2009,8,type2
EG0255_HCMC_2008,4,type1
EG0386_HCMC_2007,7,type2
KH13_HCMC_2009,5,type2
KH42_HCMC_2010,6,type2
KH04_HCMC_2009,2,type1
HUE23_HCMC_2009,4,type1
HUE67_HCMC_2010,6,type2
DE0816_HCMC_2001,2,type1
EG0315_HCMC_2006,3,type1
20006_HCMC_2009,3,type1
10073_HCMC_2009,2,type1
KH45_HCMC_2010,4,type1
HUE46_HCMC_2009,1,type1
DE1208_HCMC_2002,7,type2
HUE02_HCMC_2008,6,type2
10014_HCMC_2009,4,type1
EG1014_HCMC_2009,6,type2
10365_HCMC_2010,1,type1
HUE47_HCMC_2009,3,type1
HUE29_HCMC_2009,6,type2
HUE43_HCMC_2009,1,type1
10021_HCMC_2009,7,type2
EG0369_HCMC_2007,4,type1
10102_HCMC_2009,7,type2
KH42_HCMC_2010,7,type2
EG0404_HCMC_2007,8,type2
MS0034_HCMC_1995,4,type1
DE1336_HCMC_2002,8,type2
KH41_HCMC_2009,8,type2
DE0306_HCMC_2000,7,type2
10014_HCMC_2009,5,type2
10134_HCMC_2009,8,type2
KH29_HCMC_2009,8,type2
KH57_HCMC_2010,1,type1
KH15_HCMC_2009,5,type2
KH25_HCMC_2009,3,type1
KH30_HCMC_2009,5,type2
10073_HCMC_2009,4,type1
DE0611_HCMC_2001,2,type1
KH33_HCMC_2009,3,type1
HUE33_HCMC_2009,2,type1
EG0362_HCMC_2007,8,type2
EG0313_HCMC_2006,1,type1
30450_HCMC_2010,3,type1
KH38_HCMC_2009,1,type1
30003_HCMC_2009,5,type2
EG1016_HCMC_2009,1,type1
10365_HCMC_2010,8,type2
20263_HCMC_2009,2,type1
KH11_HCMC_2009,4,type1
10111_HCMC_2009,6,type2
EG0390_HCMC_2007,2,type1
10152_HCMC_2009,1,type1
HUE22_HCMC_2009,3,type1
30371_HCMC_2009,7,type2
KH57_HCMC_2010,8,type2
MS0119_HCMC_1996,5,type2
DE0427_HCMC_2000,5,type2
HUE20_HCMC_2009,6,type2
DE0655_HCMC_2001,3,type1
HUE57_HCMC_2010,4,type1
DE0115_HCMC_2000,6,type2
KH18_HCMC_2009,6,type2
DE0654_HCMC_2001,3,type1
MS0111_HCMC_1996,1,type1
30071_HCMC_2009,6,type2
EG0204_HCMC_2008,5,type2
MS0110_HCMC_1996,8,type2
KH54_HCMC_2010,4,type1
HUE23_HCMC_2009,3,type1
KH40_HCMC_2009,6,type2
HUE60_HCMC_2010,5,type2
10365_HCMC_2010,2,type1
EG0410_HCMC_2007,4,type1
EG0392_HCMC_2007,6,type2
MS0111_HCMC_1996,4,type1
HUE68_HCMC_2010,6,type2
30071_HCMC_2009,2,type1
EG0386_HCMC_2007,6,type2
EG0410_HCMC_2007,5,type2
KH18_HCMC_2009,3,type1
10063_HCMC_2009,4,type1
10152_HCMC_2009,6,type2
KH20_HCMC_2009,8,type2
DE1256_HCMC_2002,2,type1
20261_HCMC_2009,3,type1
KH13_HCMC_2009,4,type1
MS0039_HCMC_1995,2,type1
KH54_HCMC_2010,2,type1
KH53_HCMC_2010,6,type2
KH02_HCMC_2009,3,type1
EG0365_HCMC_2007,8,type2
DE1256_HCMC_2002,4,type1
KH41_HCMC_2009,6,type2
DE1208_HCMC_2002,3,type1
EG0204_HCMC_2008,3,type1
30371_HCMC_2009,5,type2
HUE48_HCMC_2009,5,type2
MS0083_HCMC_1996,8,type2
KH26_HCMC_2009,2,type1
DE0654_HCMC_2001,5,type2
EG0255_HCMC_2008,2,type1
KH42_HCMC_2010,1,type1
HUE16_HCMC_2009,6,type2
KH57_HCMC_2010,3,type1
EG0375_HCMC_2007,2,type1
30124_HCMC_2009,8,type2
HUE25_HCMC_2009,4,type1
DE1208_HCMC_2002,2,type1
30162_HCMC_2009,1,type1
DE0655_HCMC_2001,7,type2
EG0365_HCMC_2007,2,type1
30169_HCMC_2009,6,type2
EG0385_HCMC_2007,1,type1
30054_HCMC_2009,8,type2
DE1208_HCMC_2002,6,type2
KH13_HCMC_2009,8,type2
KH12_HCMC_2009,6,type2
EG0383_HCMC_2007,5,type2
30059_HCMC_2009,3,type1
HUE30_HCMC_2009,8,type2
EG1016_HCMC_2009,4,type1
30073_HCMC_2009,6,type2
EG0393_HCMC_2007,7,type2
30174_HCMC_2009,7,type2
EG0304_HCMC_2006,2,type1
HUE16_HCMC_2009,3,type1
HUE55_HCMC_2010,8,type2
30451_HCMC_2010,2,type1
KH30_HCMC_2009,8,type2
HUE53_HCMC_2010,7,type2
KH55_HCMC_2010,8,type2
KH04_HCMC_2009,4,type1
MS0102_HCMC_1996,4,type1
EG0394_HCMC_2007,6,type2
KH45_HCMC_2010,2,type1
DE0685_HCMC_2001,5,type2
DE1336_HCMC_2002,3,type1
KH25_HCMC_2009,7,type2
EG0369_HCMC_2007,2,type1
EG0369_HCMC_2007,1,type1
DE0115_HCMC_2000,8,type2
MS0083_HCMC_1996,5,type2
EG1024_HCMC_2009,2,type1
HUE23_HCMC_2009,5,type2
MS0004_HCMC_1995,5,type2
DE1063_HCMC_2002,1,type1
MS0119_HCMC_1996,2,type1
DE0295_HCMC_2000,4,type1
EG0255_HCMC_2008,7,type2
EG0451_HCMC_2008,5,type2
KH29_HCMC_2009,5,type2
20006_HCMC_2009,5,type2
EG0386_HCMC_2007,5,type2
10111_HCMC_2009,4,type1
HUE50_HCMC_2009,8,type2
EG0129_HCMC_2007,4,type1
KH24_HCMC_2009,7,type2
KH17_HCMC_2009,3,type1
10263_HCMC_2009,5,type2
EG1020_HCMC_2009,7,type2
MS0039_HCMC_1995,7,type2
DE1256_HCMC_2002,3,type1
KH45_HCMC_2010,7,type2
EG1022_HCMC_2009,3,type1
HUE17_HCMC_2009,7,type2
EG1015_HCMC_2009,7,type2
